AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
1,3,37,1145,190
0,1,10,640,38
0,5,23,640,5
1,4,24,74,238
0,2,15,640,111
1,1,24,438,226
0,4,13,640,104
0,3,25,247,5
1,3,24,1026,38
1,3,14,27,289
1,1,13,847,38
1,4,23,450,131
1,4,16,1069,38
0,2,11,640,63
0,2,23,640,5
1,4,25,1066,324
0,3,15,640,11
0,2,13,640,38
1,4,23,764,353
0,4,17,640,5
1,4,26,980,204
1,2,23,450,124
0,2,11,640,38
0,1,23,640,5
0,3,14,640,5
1,4,11,603,38
0,2,8,640,104
1,4,21,450,358
0,2,23,640,216
0,4,25,632,63
1,4,25,811,289
0,4,14,637,5
0,2,8,640,38
1,4,26,559,36
0,4,23,637,5
1,4,23,1066,98
0,3,13,640,63
0,4,13,640,5
1,3,25,1145,179
1,4,13,524,353
1,4,17,408,289
0,4,23,640,38
1,4,25,463,89
1,4,11,878,38
0,4,34,640,332
0,3,32,922,216
1,4,24,847,226
1,3,24,1066,86
0,4,28,1271,299
1,3,23,1210,364
1,3,24,695,36
1,4,27,1066,362
0,3,23,1251,59
1,3,19,720,252
1,1,13,948,179
1,3,29,307,130
1,4,15,538,307
0,3,24,639,5
1,3,23,763,318
0,3,13,632,5
1,2,13,383,131
1,4,24,1066,86
0,4,24,632,104
0,2,11,640,216
0,5,7,640,220
0,2,9,640,11
1,3,25,1159,74
1,2,15,936,38
0,4,14,640,211
0,5,26,637,38
0,1,11,639,104
0,3,13,640,63
1,4,13,696,26
1,4,13,800,358
0,2,9,640,5
1,1,24,1066,41
1,2,20,450,36
0,4,25,640,63
0,1,38,632,38
0,1,14,1251,140
1,3,24,1374,124
1,2,8,847,102
1,4,23,450,38
0,4,17,640,5
1,2,24,307,98
0,2,19,640,63
1,4,26,330,38
0,4,14,640,5
0,1,9,640,5
0,1,8,640,220
1,4,27,1100,289
1,4,27,1221,308
0,2,13,640,111
1,2,20,1066,6
1,3,28,1065,98
0,5,9,640,111
1,4,27,1066,320
1,3,36,696,187
0,2,9,640,111
1,4,19,312,130
0,4,17,640,38
0,5,9,640,167
0,1,9,640,216
1,2,21,1197,36
1,3,27,1255,250
0,4,15,640,38
1,4,24,1066,289
0,3,14,640,220
1,2,24,450,88
1,4,23,450,289
1,3,21,450,38
1,3,24,156,130
1,3,30,27,353
0,2,4,640,68
1,3,24,365,114
0,4,16,637,41
0,4,23,637,111
0,1,24,640,139
1,1,14,450,204
0,3,23,640,5
0,4,15,640,38
0,1,23,640,5
0,3,14,640,220
1,3,26,450,89
0,3,14,640,104
1,2,14,450,259
1,4,17,847,130
1,3,25,463,130
0,3,13,632,38
0,2,11,632,38
1,3,25,1255,25
1,4,23,585,36
1,2,23,1066,86
1,2,27,923,131
1,4,30,1065,86
1,3,23,847,5
0,4,24,640,139
0,3,29,639,68
1,4,23,1158,233
1,3,30,450,289
0,3,23,640,111
0,4,20,640,216
0,4,23,1251,211
1,3,24,847,289
0,4,23,637,111
0,4,14,640,111
1,4,31,298,38
1,4,13,74,38
0,5,23,637,5
1,4,33,112,31
0,3,13,637,38
0,4,17,640,296
0,1,9,640,104
1,4,24,307,98
1,3,28,1065,353
0,4,25,640,139
0,3,15,640,104
0,1,8,640,104
1,3,24,450,274
1,3,28,450,289
1,4,23,1255,259
1,3,24,450,358
0,2,25,631,38
1,3,18,847,274
0,4,13,640,41
1,3,14,1307,36
1,4,22,793,38
0,5,7,640,104
1,3,13,370,289
1,3,23,450,274
1,4,19,74,353
0,3,29,640,5
0,5,24,640,41
0,1,8,640,291
0,2,11,838,41
1,4,23,764,353
1,4,28,962,318
0,1,27,922,104
1,3,25,1196,25
1,3,23,450,329
0,4,15,640,104
1,5,2,1066,86
0,3,13,640,5
0,3,30,632,5
0,3,13,640,104
0,4,13,640,111
0,3,26,632,111
1,3,13,450,353
0,4,24,640,104
0,1,11,640,296
0,3,23,640,63
1,1,15,1066,178
1,4,27,1066,89
1,4,18,112,131
1,3,32,264,25
0,4,23,637,139
1,4,14,62,354
1,3,20,847,250
1,3,22,249,38
1,3,29,1065,289
0,4,14,640,14
0,3,24,640,5
1,1,9,449,177
1,4,19,696,25
0,1,23,640,104
0,3,13,640,104
1,4,24,847,5
0,1,23,637,38
1,2,25,1065,86
0,4,25,632,139
0,1,26,640,320
1,4,24,125,88
0,2,23,640,111
0,5,24,1271,260
0,1,15,640,5
1,3,27,764,318
0,1,23,640,220
0,1,14,640,139
1,3,13,890,274
0,1,8,637,291
1,3,32,847,88
1,4,31,847,38
1,2,16,737,358
0,1,26,637,211
0,4,32,640,38
1,3,13,861,86
1,3,24,74,259
1,3,23,577,307
0,3,13,640,111
1,3,23,995,307
1,4,25,472,163
1,4,24,1066,38
1,4,24,1204,25
1,3,29,1236,204
1,4,24,847,5
0,4,17,640,220
1,3,25,847,5
1,2,11,891,10
1,3,18,450,130
0,2,6,640,38
0,2,24,640,216
1,2,14,1066,320
0,5,9,640,63
0,1,11,640,139
1,3,26,450,38
0,3,14,637,86
0,4,23,640,38
1,4,23,271,38
0,4,32,640,332
0,4,24,632,104
1,4,17,696,289
1,3,26,167,307
0,3,25,640,104
0,4,15,640,291
0,3,16,1251,186
0,3,23,639,38
0,4,13,640,216
1,4,24,737,274
1,4,24,1066,118
1,3,23,830,329
1,2,23,764,318
0,1,8,640,5
1,1,11,450,88
1,4,21,1066,38
0,4,17,637,139
1,3,25,847,38
0,4,14,640,104
0,5,24,636,38
1,2,25,1197,36
1,1,23,847,5
1,4,14,1066,320
1,3,24,423,58
1,3,16,271,38
0,4,13,640,38
1,4,25,502,88
1,3,24,1004,38
0,4,14,640,104
0,3,14,1326,324
1,4,23,956,226
1,3,23,74,130
1,4,27,1177,317
1,4,29,211,318
1,5,7,847,5
0,3,30,53,86
1,3,15,559,89
1,1,34,450,38
1,4,24,450,289
0,3,19,640,216
1,4,24,716,114
0,2,8,640,104
1,3,26,1255,320
0,2,13,639,16
0,3,24,640,265
1,4,28,924,318
1,3,24,962,318
1,2,23,463,130
0,1,13,640,296
0,3,13,640,38
0,3,13,637,220
0,2,24,1251,59
0,3,23,640,216
0,3,11,637,38
0,3,30,640,220
1,4,35,924,318
1,3,24,759,38
0,1,24,1251,211
1,2,23,847,38
0,2,11,640,324
0,3,13,640,216
1,2,24,962,318
0,4,30,922,291
1,3,24,955,36
0,4,13,640,167
1,4,18,696,338
0,2,21,640,5
0,4,15,640,167
1,2,23,956,36
0,3,13,640,11
0,1,11,640,104
1,3,18,1349,250
1,1,9,112,25
0,5,9,632,104
1,3,18,847,26
1,2,19,696,276
0,3,13,640,111
0,4,23,640,291
0,3,28,1251,186
1,4,23,847,10
0,1,11,640,168
0,1,11,640,11
1,3,23,1295,318
0,4,23,1271,140
1,4,13,373,10
0,2,8,640,104
1,3,17,1116,318
1,3,23,1066,320
1,4,13,847,178
0,4,33,640,296
0,2,15,640,104
1,1,24,307,130
1,4,27,962,318
0,5,10,632,68
0,1,8,640,139
1,1,2,847,38
1,3,23,450,289
0,4,23,637,104
1,4,23,1116,38
0,1,11,640,320
1,4,17,450,329
0,4,19,640,111
1,3,23,1286,204
0,4,17,640,216
0,4,31,640,38
0,4,34,640,5
0,4,25,1271,261
1,4,24,1066,89
1,3,23,55,38
1,4,18,463,36
0,1,13,640,318
1,3,15,214,88
0,3,23,1250,260
1,3,28,1365,84
1,3,24,249,38
1,2,11,696,36
0,2,9,640,104
1,1,24,1291,38
0,1,24,640,104
0,3,14,640,63
1,3,28,737,187
1,3,23,450,307
1,4,24,449,209
0,4,24,639,139
0,3,23,640,104
1,3,13,847,130
0,3,14,640,5
0,5,7,640,318
1,4,20,74,227
0,4,13,640,320
1,4,24,1132,38
0,2,10,640,5
0,5,23,640,104
1,4,23,559,25
1,3,27,1066,98
1,4,29,847,250
1,4,24,365,287
1,1,22,450,38
0,3,13,640,38
1,1,25,450,289
1,3,24,847,364
1,2,5,27,353
1,3,22,547,38
1,3,13,383,114
1,4,26,1066,353
1,3,19,249,38
0,3,13,640,332
1,3,23,74,229
0,4,23,640,139
1,4,26,125,99
1,1,0,176,318
1,4,24,1365,194
1,3,24,450,25
1,3,24,696,239
1,4,30,249,5
1,2,27,696,25
0,2,9,637,5
0,4,26,640,63
0,4,29,640,197
0,4,23,640,5
1,3,28,847,89
1,3,23,1066,130
1,2,13,559,250
0,1,3,640,63
0,5,5,640,63
1,2,8,61,5
0,3,23,640,104
0,4,13,640,291
1,4,24,149,307
0,5,10,637,104
0,2,13,640,5
1,2,24,463,274
0,4,17,640,111
0,5,23,640,104
1,2,26,890,274
1,4,11,566,307
1,3,23,1066,114
1,3,25,125,25
0,3,13,640,327
1,1,14,455,334
1,3,25,1065,88
1,2,24,1039,166
0,4,24,640,324
1,4,21,1116,329
0,5,7,640,14
1,3,26,282,88
0,1,23,640,149
1,3,24,1191,130
1,4,24,696,276
1,3,24,796,36
1,4,23,1234,364
1,4,29,167,307
0,4,14,640,296
0,3,15,640,216
0,2,14,640,104
0,4,28,640,167
1,3,13,1066,19
1,3,24,449,259
1,3,29,980,318
1,1,32,1170,307
1,2,21,1066,89
1,4,32,923,318
0,4,21,640,267
0,1,23,640,296
1,4,14,450,318
1,4,23,811,329
1,3,13,450,364
1,3,29,1136,226
0,3,24,637,5
1,4,25,1066,86
1,3,23,450,353
0,3,14,640,111
0,3,11,640,5
1,4,18,74,56
1,4,27,909,5
1,1,11,1170,307
0,3,21,640,5
1,4,24,1066,318
0,1,13,632,5
1,1,13,847,5
1,4,20,1077,250
0,4,21,640,104
1,2,11,696,36
1,2,16,871,125
0,1,14,640,111
1,3,27,36,318
1,3,24,585,130
1,4,17,307,38
1,3,23,1066,329
0,1,10,640,68
0,2,9,640,216
1,3,13,847,89
0,1,7,640,104
0,1,8,640,216
0,1,23,640,324
1,3,25,847,131
1,3,32,847,176
1,3,24,112,226
0,1,11,640,296
1,3,25,962,5
0,1,9,637,104
1,3,25,617,163
1,2,24,450,38
1,4,26,450,307
1,3,14,547,307
0,2,10,640,68
1,4,13,1066,353
0,4,13,640,291
1,3,25,1088,329
0,4,13,640,104
1,3,23,598,25
1,1,34,450,353
1,4,17,450,36
0,1,9,640,216
0,3,13,640,5
1,4,26,249,58
0,4,24,640,104
0,2,15,640,5
1,4,24,711,274
0,3,13,640,111
1,2,15,414,353
0,1,11,640,111
1,4,25,1170,320
1,4,23,1066,98
0,3,16,640,216
1,1,25,1066,88
1,3,21,737,226
0,3,14,640,38
1,3,15,1116,329
1,4,19,696,25
0,4,23,637,139
0,3,28,637,111
0,4,29,640,104
1,4,17,450,88
1,3,28,124,38
1,4,35,395,5
1,2,0,176,318
1,4,23,407,38
0,1,24,640,296
1,4,37,559,36
1,3,23,1365,272
1,4,27,1066,130
0,4,13,640,296
0,2,11,640,320
0,1,11,640,63
1,4,27,365,194
0,1,10,640,38
1,3,27,1026,38
0,4,28,632,38
1,3,13,695,36
1,2,23,45,76
1,3,23,847,5
1,3,14,793,320
1,2,23,1066,38
1,2,25,847,5
1,1,23,450,130
1,3,23,695,252
0,2,13,640,5
0,2,15,640,220
0,3,13,640,38
1,3,23,1066,289
1,2,30,298,10
0,5,15,640,5
1,2,30,1254,38
0,4,27,640,296
0,4,21,640,291
1,3,13,892,353
1,3,14,450,130
0,3,25,1251,260
1,4,24,980,36
0,3,30,640,104
0,2,9,640,111
1,4,24,1009,166
0,4,24,640,216
1,3,25,518,38
1,3,16,264,37
1,3,23,847,358
1,4,13,1158,320
0,1,21,640,5
0,4,34,640,296
0,1,11,640,139
0,5,1,640,5
0,5,7,640,38
0,3,39,640,324
1,3,25,962,318
1,4,24,48,185
1,3,24,847,5
0,3,14,640,5
0,5,24,640,320
0,3,25,637,41
1,4,13,737,137
0,3,13,640,104
0,3,13,640,104
0,4,11,640,63
1,2,23,969,318
1,1,24,74,48
1,4,24,867,130
0,5,2,640,320
1,3,24,1365,286
0,2,4,637,5
0,1,9,640,5
1,2,29,1170,307
1,3,24,1291,150
1,2,34,438,131
0,5,24,640,104
0,2,11,1271,260
0,1,8,640,216
1,4,25,1197,36
1,3,26,1146,179
0,3,13,637,111
1,4,25,341,226
0,3,23,640,104
1,1,13,1066,10
1,3,21,1066,98
0,2,23,640,216
0,4,23,640,5
1,4,13,737,187
1,3,24,1066,329
0,3,16,640,104
1,3,23,847,5
1,4,11,857,320
1,3,23,1066,38
0,3,19,640,38
1,4,19,1012,5
1,3,24,1066,98
1,1,31,1066,289
0,4,13,640,296
1,3,23,847,88
0,3,14,639,104
0,3,13,640,41
0,1,23,640,104
1,4,33,504,194
0,1,23,640,38
1,3,25,298,98
0,3,14,640,5
1,4,24,1116,38
0,3,21,640,38
0,3,13,637,111
0,3,13,640,5
1,4,18,487,25
1,3,29,956,25
0,1,30,640,297
1,3,26,27,86
1,3,24,1170,320
1,2,28,781,98
1,3,27,124,307
0,3,13,640,111
0,2,10,640,320
0,3,13,642,5
1,4,24,249,38
0,3,35,640,111
1,3,27,450,329
0,2,13,640,104
0,4,16,1251,205
0,1,24,1251,211
1,4,27,1066,86
1,3,31,1066,226
1,3,21,306,38
1,3,15,579,130
1,3,26,74,76
1,3,14,1105,89
1,3,28,1066,41
0,3,13,632,216
1,2,16,1325,276
1,1,16,1105,89
1,4,30,517,131
1,3,24,1288,130
1,3,29,450,320
0,4,19,640,216
1,3,24,853,329
1,1,17,306,289
0,5,7,640,5
1,3,17,948,362
0,1,24,640,111
1,1,13,266,177
1,1,15,167,38
0,4,24,640,104
0,1,9,640,104
1,4,26,811,318
1,3,15,432,38
1,3,25,962,2
1,3,18,1116,320
1,4,28,357,320
0,4,15,640,38
1,4,11,878,38
1,4,24,847,130
0,4,25,640,291
0,2,7,640,5
0,3,13,640,38
1,4,13,139,289
1,3,31,518,239
0,1,9,1251,211
0,1,11,640,104
1,3,24,500,41
1,3,15,249,320
1,4,23,696,114
1,4,13,459,289
1,3,29,559,88
1,3,21,1066,353
0,3,13,637,220
1,3,18,577,307
1,3,32,547,307
1,3,18,52,165
1,3,24,1105,98
1,3,30,450,307
0,5,23,640,104
1,1,23,481,320
0,2,17,640,111
0,4,13,640,68
1,3,24,450,88
1,3,31,249,38
1,4,27,407,230
1,2,5,1066,178
1,4,17,696,36
0,4,13,640,38
1,3,26,1105,98
1,2,23,1066,98
1,4,19,1105,98
0,3,11,640,111
0,1,17,640,296
0,4,27,640,220
1,3,28,167,307
0,3,13,640,220
0,2,11,640,38
0,1,11,640,104
0,2,15,640,111
0,1,10,640,104
1,2,2,696,150
0,4,13,637,291
1,2,16,1066,130
1,3,23,610,320
0,1,23,637,111
1,3,14,755,38
1,3,14,847,114
0,1,21,640,295
1,4,25,764,318
0,3,26,945,167
0,3,14,640,5
1,1,19,1365,88
1,4,24,1025,274
1,2,24,1066,274
1,4,17,76,358
1,4,26,751,358
1,1,24,407,103
0,2,14,640,68
0,1,7,640,63
0,2,26,1251,260
1,1,15,191,38
0,3,36,640,111
0,3,13,640,167
1,1,11,268,38
0,1,13,636,16
0,2,15,640,111
1,4,30,463,36
1,4,23,74,38
1,3,27,956,25
1,3,24,948,276
1,3,21,847,150
1,3,16,1197,36
1,4,25,1170,353
1,4,13,847,353
1,3,25,696,318
0,3,13,640,41
0,3,15,632,38
0,1,11,640,41
0,5,23,640,45
0,3,21,640,216
1,1,16,450,185
1,3,32,450,289
1,3,23,1255,199
1,2,24,1066,86
0,1,23,640,291
0,3,14,640,5
0,1,13,640,5
1,3,11,180,114
1,3,32,1145,5
1,3,23,962,5
1,3,21,930,334
1,4,25,1066,38
0,2,24,640,220
0,4,25,640,104
1,2,14,800,226
0,1,7,640,139
1,2,7,74,177
0,4,15,1271,211
1,3,25,986,274
0,5,8,640,63
1,2,25,1066,86
1,1,30,1364,33
1,1,24,514,226
0,4,18,640,104
0,4,13,148,186
1,3,24,1066,130
0,4,13,640,111
1,3,27,504,226
1,2,30,1066,329
0,5,15,640,104
1,2,11,696,25
0,2,3,640,5
0,1,9,640,111
1,4,30,74,320
0,1,14,640,139
1,1,24,1066,89
1,4,27,1291,86
1,4,23,469,165
0,3,26,640,5
1,4,16,749,226
1,4,27,495,289
1,3,24,1236,318
0,4,25,640,38
1,4,23,878,289
1,3,29,1177,318
0,2,11,640,104
1,3,23,1066,307
1,4,24,1136,131
1,4,11,74,307
1,3,29,980,318
0,4,14,640,139
0,4,14,640,291
1,4,26,980,318
1,3,24,1005,349
1,3,14,378,130
1,4,33,1319,318
1,4,23,847,274
1,4,14,74,103
1,3,25,1088,250
0,3,13,640,38
1,3,24,1066,320
1,4,21,1170,307
0,1,9,640,104
1,4,24,27,330
1,4,21,1146,252
1,2,25,450,38
1,3,23,468,320
0,4,13,640,104
1,4,24,1136,131
1,3,24,450,320
1,4,23,125,98
0,3,19,640,216
1,4,24,696,307
1,3,17,811,329
0,4,16,637,111
0,4,35,640,167
0,3,23,640,318
1,3,24,787,37
0,5,24,640,104
1,3,26,450,289
1,3,30,307,130
1,3,24,1066,86
1,3,14,450,358
0,5,5,640,5
1,2,23,1066,38
0,3,27,640,211
1,3,24,450,131
1,1,19,696,25
1,3,24,27,329
1,1,30,719,89
0,4,14,637,38
1,4,21,27,329
0,1,15,637,139
0,3,13,922,104
1,3,24,1066,359
0,3,16,637,68
1,4,24,847,38
1,4,16,1146,131
1,4,24,61,130
0,3,15,640,104
0,5,9,640,5
0,4,16,640,291
1,4,26,1365,25
0,4,24,337,265
0,3,18,640,104
1,3,13,1066,318
0,2,9,640,63
0,4,13,637,5
1,3,32,472,307
1,4,24,590,239
1,3,31,450,320
0,2,11,640,5
1,4,24,1170,38
1,4,27,490,353
0,1,7,640,111
1,4,15,450,150
0,2,25,640,104
1,4,32,450,38
1,4,28,1365,276
0,5,9,640,111
1,3,23,1116,353
0,2,2,640,38
1,3,11,1365,252
1,3,25,199,276
0,3,26,1013,104
1,4,36,847,166
0,3,23,640,5
1,4,23,438,274
0,2,13,640,5
1,4,25,167,353
1,4,32,811,320
0,1,24,640,295
0,1,14,640,104
1,3,18,268,38
0,3,29,632,320
1,4,24,1066,250
0,4,25,1251,320
0,4,27,640,318
0,3,23,640,111
1,3,29,1203,36
0,4,13,640,38
0,4,15,1253,260
0,5,8,640,111
1,3,25,112,130
0,3,14,640,104
1,3,34,166,307
1,3,21,74,36
0,2,11,640,38
1,4,35,1170,320
1,4,28,365,274
1,3,25,682,25
1,2,25,1066,289
1,4,28,865,130
0,5,2,640,5
0,2,10,640,14
1,4,24,307,185
1,3,23,249,38
1,1,29,438,88
1,4,36,956,25
1,1,23,438,130
1,2,29,847,8
1,3,29,307,185
0,2,23,640,167
1,2,24,1236,338
1,3,23,463,130
1,4,24,1066,274
0,3,30,1251,211
0,2,11,637,5
1,4,23,450,353
1,3,29,923,318
0,4,13,640,291
1,3,25,980,38
1,3,24,676,25
1,4,24,1066,165
1,4,24,847,5
0,5,7,640,63
1,4,23,1,198
1,3,24,167,132
0,2,14,640,38
1,4,24,307,250
0,2,7,640,68
1,3,25,980,38
1,3,24,975,5
0,5,8,640,320
1,3,22,450,5
1,4,23,1108,89
1,4,11,847,38
1,4,24,1083,86
1,2,23,1196,36
1,2,13,407,58
0,1,9,1251,297
1,4,24,819,274
0,4,13,640,139
0,3,13,640,224
1,4,30,1236,342
0,3,32,637,216
1,3,19,834,155
1,3,13,74,307
1,4,23,962,318
0,1,23,639,216
0,2,10,640,111
0,4,13,640,5
1,4,16,847,38
1,2,13,1162,74
1,4,17,988,150
1,4,25,979,263
1,4,15,924,131
0,3,22,640,111
0,3,13,640,177
1,4,26,225,178
1,4,25,894,259
1,1,25,763,318
0,4,23,640,216
0,5,23,640,104
1,3,19,811,88
1,4,32,1145,276
1,3,14,463,250
1,4,24,55,38
1,4,15,450,252
1,3,25,696,252
0,4,26,640,139
1,4,23,1197,36
1,3,13,597,130
1,4,23,196,36
0,4,27,640,104
1,4,13,811,334
1,2,17,1066,38
1,4,21,696,25
1,3,13,585,307
0,4,30,640,83
0,3,13,637,5
1,1,25,559,37
0,3,21,640,41
0,3,28,640,111
1,4,13,427,103
1,4,29,1255,88
0,4,26,922,291
0,3,31,640,5
0,1,17,640,104
1,3,23,450,131
1,2,31,167,307
0,2,8,640,104
1,3,23,834,204
1,4,25,1066,324
0,3,13,640,5
0,4,23,640,296
0,2,9,637,63
0,2,24,640,86
1,3,22,311,130
1,3,17,1170,329
1,3,21,826,259
1,4,26,167,289
0,1,11,1271,260
1,4,21,1066,318
1,1,13,125,307
0,3,14,640,38
1,3,24,407,101
0,4,23,640,63
1,3,30,325,88
1,4,24,909,320
0,2,7,637,324
1,3,26,149,289
1,4,23,450,274
0,2,11,640,38
1,2,24,962,5
1,4,15,1066,98
0,1,24,640,5
0,5,8,640,5
1,2,11,74,88
1,3,23,112,36
1,4,25,680,226
0,2,11,640,38
1,4,23,450,274
1,3,27,1066,130
1,2,8,847,88
0,1,24,640,111
0,2,11,640,111
1,4,26,407,362
1,3,24,214,274
0,2,11,640,38
0,2,23,640,332
0,5,7,640,63
0,1,11,640,104
1,4,24,213,274
0,2,15,637,104
0,3,13,640,104
0,4,23,640,139
1,3,24,1066,165
0,3,24,632,111
0,4,17,640,5
0,3,32,640,111
1,2,23,156,36
1,2,29,730,38
1,2,24,675,5
1,3,24,449,130
1,3,27,1066,289
1,3,32,811,320
1,3,25,847,130
1,4,13,850,38
0,1,16,640,5
0,4,14,640,296
0,3,13,1251,186
0,4,14,640,291
1,3,27,649,98
0,3,18,640,220
0,4,25,1271,151
0,4,13,640,104
0,4,25,640,332
1,3,25,1236,355
0,4,32,640,291
0,2,13,640,5
1,3,34,517,137
1,4,30,847,131
0,4,13,640,5
1,1,13,846,318
1,3,24,890,38
1,3,29,401,131
0,4,16,640,139
1,3,23,128,40
0,3,13,640,68
0,3,15,640,5
1,1,13,407,289
0,1,11,1251,211
1,4,26,450,250
1,4,23,665,250
0,5,24,640,104
0,4,13,640,104
1,2,25,1066,86
1,4,16,450,274
0,3,13,640,38
1,1,5,1066,259
0,3,18,640,216
1,3,29,764,114
0,1,9,640,104
0,5,8,640,63
1,4,28,535,281
0,5,27,637,216
1,3,23,1066,353
1,2,21,892,320
1,4,14,462,289
0,3,31,640,347
1,3,23,450,226
0,5,8,640,111
0,5,8,640,5
0,4,13,640,86
1,3,26,365,5
0,2,9,640,216
1,3,35,449,289
1,4,25,1066,38
0,4,30,1251,186
0,3,13,640,5
1,4,20,214,307
0,3,13,640,41
1,3,24,617,36
1,2,35,37,353
1,3,26,1170,38
1,4,25,450,166
0,3,23,640,104
0,4,14,640,86
0,3,14,640,347
1,4,25,1235,38
1,3,24,407,25
1,3,25,450,252
0,4,13,640,111
1,3,25,962,348
1,1,15,1066,98
0,4,11,640,145
1,3,16,450,88
0,2,11,640,220
0,2,9,640,216
1,3,23,27,353
1,3,23,559,5
0,5,6,640,38
0,4,24,640,104
0,1,13,640,5
0,1,9,640,220
1,3,23,776,346
0,5,8,640,216
1,3,24,847,155
1,3,17,74,69
1,1,7,847,166
0,5,7,637,318
0,3,13,640,63
0,3,17,632,111
0,4,11,640,111
0,4,13,639,296
1,3,24,1090,178
1,1,24,847,5
0,3,27,640,38
1,4,23,125,353
1,3,24,1368,25
0,4,28,640,86
0,3,13,640,104
0,1,17,640,139
1,2,5,1066,252
1,1,7,1066,130
1,3,25,504,239
1,3,24,459,256
0,3,25,632,168
1,3,24,559,276
1,3,24,1066,38
0,2,11,640,111
1,2,20,45,10
1,4,26,74,289
0,1,9,640,68
1,2,15,450,307
1,4,13,450,38
0,2,24,640,41
0,5,7,640,211
0,2,24,637,216
1,4,29,1116,329
1,3,28,248,38
1,2,11,61,329
1,1,23,365,274
0,4,13,637,167
0,4,28,640,63
0,1,11,640,41
1,4,13,365,88
0,3,13,640,111
1,3,24,958,36
0,3,21,640,5
0,5,7,640,220
1,4,27,167,329
0,4,25,640,296
1,3,23,1370,36
1,2,25,167,250
1,3,24,1236,329
0,3,26,640,104
1,4,24,559,38
1,4,25,141,307
1,4,30,1318,318
0,3,29,640,5
1,3,24,27,349
0,2,17,640,5
1,4,27,559,5
1,4,26,1084,289
1,4,27,696,252
1,4,21,298,276
0,2,11,640,38
1,3,23,1157,250
1,2,33,696,36
0,3,13,640,104
0,2,11,640,216
0,4,25,640,111
1,3,20,696,278
1,1,2,1066,165
0,3,25,1251,260
0,2,14,640,5
0,5,7,640,38
0,4,13,1250,260
0,3,13,640,216
0,5,14,640,167
1,4,21,1066,86
0,3,16,640,216
0,3,13,640,104
0,1,14,640,63
1,4,27,450,226
1,4,27,450,38
1,4,25,450,274
1,2,17,351,318
1,3,20,501,274
1,1,32,249,5
1,3,26,55,38
0,2,14,640,5
1,2,17,847,38
0,3,23,640,104
1,4,40,450,358
1,3,30,847,358
0,3,16,640,347
1,3,25,449,88
0,4,24,640,111
1,3,23,653,130
1,3,30,853,226
1,3,25,948,252
0,3,25,1271,260
0,4,13,640,296
0,4,16,640,139
1,4,18,847,38
0,1,14,640,5
1,4,24,121,250
0,2,8,640,220
1,3,16,847,165
1,2,31,1065,86
1,3,25,249,38
0,4,19,640,5
0,3,13,640,111
1,2,25,847,329
0,3,13,640,38
0,3,25,640,216
1,4,23,853,289
1,2,26,1066,86
0,5,17,1207,41
1,3,24,73,48
1,4,13,74,130
0,3,24,640,105
0,5,23,640,38
1,4,31,844,114
1,4,30,561,259
0,4,14,640,5
0,2,24,640,104
1,3,24,764,318
0,3,15,640,104
0,4,24,640,296
1,3,23,701,38
0,1,9,640,216
1,1,23,329,165
0,4,23,632,305
1,3,30,847,88
0,1,23,640,332
1,1,11,249,38
0,3,19,640,38
0,4,23,640,38
1,1,24,55,98
1,3,23,463,307
1,2,14,45,98
1,3,20,1186,250
1,4,30,268,38
1,3,24,21,36
0,2,8,640,104
1,4,23,365,274
1,3,19,756,38
0,4,13,640,38
1,3,19,74,103
1,2,3,847,5
0,1,11,640,104
1,1,24,564,274
0,1,15,640,296
1,3,23,559,258
1,3,28,1255,353
1,3,15,559,88
1,3,25,307,98
1,3,24,1066,307
1,4,30,669,344
1,2,32,55,89
1,3,30,1269,307
0,1,16,637,291
0,2,7,637,104
1,4,14,268,38
1,4,14,556,273
0,2,8,640,5
1,2,27,128,128
1,4,17,1066,86
1,3,21,1228,130
1,4,24,681,5
1,3,23,1066,130
0,3,15,640,111
1,3,21,450,165
0,2,13,1251,214
1,1,23,1135,226
0,3,13,640,5
1,4,28,1066,329
1,3,27,1091,38
0,4,14,640,63
0,2,24,637,5
1,3,23,1146,130
1,3,28,450,185
0,3,13,640,38
1,4,23,55,307
1,3,25,847,88
1,3,25,760,38
0,1,23,640,139
1,4,23,1066,98
1,3,16,14,289
1,4,23,847,5
1,3,13,450,98
1,4,26,857,289
1,1,10,235,130
0,4,32,640,38
0,3,14,640,104
0,2,9,640,38
1,3,24,585,320
0,4,32,632,5
0,1,15,640,296
1,2,23,450,130
0,3,19,640,13
1,4,25,432,329
0,1,42,640,111
1,2,18,755,38
1,3,29,450,274
1,4,28,1265,318
1,3,21,1066,38
0,3,23,640,38
0,2,8,640,216
1,4,25,962,318
1,2,16,988,318
0,5,7,640,167
0,3,23,640,216
1,3,23,847,38
0,5,8,640,5
1,3,25,1066,329
1,3,16,1066,289
0,3,13,945,86
1,3,24,847,358
1,1,21,847,38
0,3,13,640,5
0,2,1,640,104
0,4,28,639,139
1,3,23,125,88
0,4,13,640,5
1,4,26,132,98
0,3,13,640,111
0,4,26,640,104
0,5,8,640,167
0,2,4,640,167
1,3,13,559,36
1,4,29,1291,86
1,3,24,847,150
1,4,26,1066,86
1,3,13,27,130
1,3,23,1066,86
1,3,24,1066,86
1,3,24,450,88
1,2,23,1236,289
1,4,27,559,114
0,3,23,640,5
0,3,25,640,104
